t,roll,pitch,yaw,aroll,apitch,ax,ay,az,lax,lay,laz
144.438196,-0.0638963496,-0.271187782,0.000763710217,-0.27161767,2.17721049,-0.380964692,-0.0472395331,9.41243441,0.326756614,-0.100046077,9.87071954
144.441005,-0.0778420576,-0.314391345,0.00125215486,-0.334021532,-0.276607865,0.035766203,-0.0588953205,9.61047341,0.292738863,-0.0952354162,9.8402959
144.445615,-0.0930801386,-0.382388172,0.00208708455,0.923472586,-2.60613723,0.451031046,0.162574272,9.89226431,0.320989282,-0.0492241002,9.84957071
144.448983,-0.0960092794,-0.432087227,0.00264327876,1.03251297,-1.79628368,0.312999379,0.185266617,10.1154906,0.319895045,-0.0171100079,9.8859891
144.453048,-0.0953557315,-0.482939228,0.0032082329,0.0469156743,0.398776747,-0.0702464164,0.00849732765,8.52987202,0.257170671,-0.0129930292,9.66796153
144.458019,-0.0916074683,-0.534969647,0.00367127794,0.500804808,-1.66510788,0.257313957,0.0809863949,8.89956646,0.257197867,0.00484465924,9.52211693
144.461012,-0.088582592,-0.563898618,0.00379943922,-0.281722524,-0.875280505,0.143910144,-0.0524546181,9.9784258,0.243196872,-0.00223684007,9.5785112
144.465451,-0.0846939471,-0.588468152,0.00383177176,0.141108958,2.50037936,-0.427465876,0.0225127358,9.23268727,0.127171774,0.00204485288,9.51868343
144.469014,-0.0844881174,-0.589952654,0.0038248966,-1.06761808,0.953087349,-0.195493219,-0.205638792,10.541356,0.0807839051,-0.0278127452,9.66570775
144.47301,-0.0856392707,-0.58698755,0.00385203327,0.50798259,-0.8773444,0.141641347,0.0876736823,9.77931394,0.0904281831,-0.00951123317,9.6837113
144.477826,-0.0871715026,-0.578241575,0.00399664125,-0.713144148,0.889995119,-0.161160275,-0.120666513,9.34764667,0.0438919623,-0.0300715827,9.62154955
144.481055,-0.0896135093,-0.568798131,0.00421201547,-0.00469522084,-0.610355619,0.10182767,-0.0047561901,10.7064559,0.051543396,-0.0267282379,9.7648306
144.485297,-0.0922367111,-0.567604389,0.00459445711,-0.179139509,-2.9797366,0.541909239,-0.0358025266,10.3777169,0.133228956,-0.0282398406,9.86692573
144.488999,-0.0937449398,-0.575654218,0.00492370562,0.137644193,-0.973610558,0.159588047,0.0226712691,9.84450034,0.137144914,-0.0206763878,9.86359417
144.493033,-0.0938282921,-0.582780783,0.00517266709,0.127773317,-0.287487313,0.0371695223,0.0208621558,9.41748438,0.121177424,-0.0140420926,9.7923441
144.497658,-0.0920268867,-0.593851854,0.00532629427,0.197266561,-1.98743787,0.333574868,0.0332529251,9.66439983,0.159187037,-0.00557840656,9.76944782
144.501003,-0.0889204242,-0.601156514,0.00534694768,0.441469685,0.78646927,-0.153173066,0.076204083,9.89016655,0.116651442,0.00555831298,9.78588668
144.50513,-0.0857319874,-0.598399252,0.00531009319,-0.466094297,1.07238099,-0.206651399,-0.0863381281,10.0157081,0.0640167469,-0.00940270964,9.82330231
144.510051,-0.0801332926,-0.5990969,0.00524740178,0.797546127,-2.8142938,0.490640126,0.140873984,9.94510382,0.144334012,0.0188887849,9.84623299
144.513072,-0.0751909265,-0.600357978,0.00523246597,-0.383522485,2.5273657,-0.421239704,-0.0625149836,9.0097901,0.073869352,0.00874671377,9.74202082
144.517583,-0.0683186442,-0.595041291,0.00527085469,0.286049954,-1.02364455,0.170799071,0.0493199667,10.0038048,0.0908647539,0.0158607212,9.78792134
144.521155,-0.0620721431,-0.590980943,0.00533920008,0.187091724,0.0202260955,-0.0168262017,0.0312480522,9.92625649,0.0753523654,0.0180771957,9.80784789
144.524983,-0.0534144764,-0.588194516,0.00543061965,0.721596066,-1.5564441,0.270473932,0.129243171,10.1608338,0.105176289,0.0350686828,9.86180105
144.529906,-0.043420198,-0.587668777,0.00560220548,-0.532614751,-0.380428038,0.049956815,-0.0805773219,8.54701996,0.0947782902,0.0132921798,9.61422368
144.533069,-0.0408149109,-0.584578112,0.00577056447,-0.544591262,0.279923646,-0.0625199702,-0.0983772812,9.85960738,0.0743763872,-0.00119157548,9.64605044
144.537335,-0.0373747062,-0.575272877,0.00592313354,0.534328402,0.216751685,-0.0522338053,0.0932867624,9.95760372,0.0531835564,0.0146228181,9.69820024
144.541013,-0.0356862955,-0.561108114,0.00594112968,-0.832982235,1.07012316,-0.213993201,-0.158396864,10.3714789,0.0137182478,-0.010934327,9.79765181
144.545007,-0.0372040183,-0.537015137,0.00588178981,-0.104484894,1.21089392,-0.245534584,-0.0238195555,10.5810037,-0.0273470152,-0.0129753281,9.92173359
144.54975,-0.0371066648,-0.50096264,0.00579497639,0.414989224,0.761637558,-0.143058595,0.0698574251,9.54673199,-0.0484847197,0.00215621074,9.85322988
144.55298,-0.0376592675,-0.470509913,0.00581162676,-1.00460718,2.58606531,-0.438784487,-0.166549259,9.17494224,-0.100054501,-0.020134615,9.76360865
144.55718,-0.0446907018,-0.427501673,0.00596136139,-1.04273664,0.00939350517,-0.017134035,-0.203995886,10.7002254,-0.0863553772,-0.0505099659,9.91834521
144.562169,-0.0521838918,-0.391579655,0.00623211002,0.655507133,-1.77024549,0.312608611,0.118222327,10.2682662,-0.0104151562,-0.0183928627,9.98495041
144.564987,-0.0541008421,-0.380001555,0.00641109282,-0.426150813,-0.952475874,0.158288191,-0.0786480363,10.0132875,0.00936460085,-0.0254575281,9.98827281
144.56958,-0.0603866289,-0.366700015,0.00665837357,-0.674036904,-0.668845772,0.1049613,-0.119512035,9.75096024,0.026372825,-0.0421913709,9.946051
144.572988,-0.0641678512,-0.361111433,0.00672869314,0.91845621,-1.09157099,0.161314716,0.144507102,8.66330223,0.0450477726,-0.0163536998,9.76852817
144.577144,-0.0665380945,-0.354695876,0.00674700124,-0.327032813,0.317117767,-0.0715520022,-0.0621274673,10.133356,0.0259519701,-0.0238501708,9.82827683
144.581994,-0.0730163953,-0.344136475,0.00678562852,-0.671554075,-0.0719505371,-0.00116742091,-0.129543228,10.4741757,0.0209070046,-0.0435120367,9.9484321
144.584993,-0.0771951232,-0.335581047,0.00680759769,0.517015614,0.922752762,-0.160366734,0.0837737536,9.00917685,-0.00153895169,-0.0277510594,9.83213019
144.58952,-0.0787194391,-0.307394738,0.00686743233,0.50797804,3.31504229,-0.541127907,0.0809184673,8.86935021,-0.0963983982,-0.00864701538,9.66287399
144.592974,-0.0783664295,-0.274040143,0.00697646359,-0.284317839,1.64752944,-0.294589456,-0.0501036532,9.5236025,-0.124146258,-0.0144511772,9.6433752
144.597007,-0.0782362833,-0.23536237,0.00715826885,0.031658039,-0.094974025,0.00440058917,0.00438937471,9.50409842,-0.103616169,-0.0114421714,9.62113144
144.601918,-0.0754837397,-0.196185444,0.00741805088,0.382335117,-0.140858977,0.0118722026,0.0662923543,9.97830804,-0.0819151274,0.00316466857,9.68824733
144.605005,-0.0740087009,-0.178964793,0.00760637387,-0.740920358,-1.73874125,0.287186249,-0.127772327,9.54400671,-0.0350351091,-0.0134657998,9.66992715
144.609379,-0.0749757712,-0.16116266,0.00776585461,-0.279104074,0.215908823,-0.0488843556,-0.0488791532,9.52258286,-0.0374020213,-0.0195181362,9.6447452
144.614286,-0.0783935618,-0.140396734,0.00767455745,-0.380630701,0.475773941,-0.0991995773,-0.0709009329,10.0232366,-0.0490068945,-0.0291672369,9.71582155
144.617033,-0.0798892402,-0.128475733,0.00754779783,0.498211617,0.232494549,-0.0596317859,0.0908116823,10.5917056,-0.0502245733,-0.0154169047,9.81620332
144.621666,-0.0850593944,-0.104948868,0.00733663906,-1.11510551,1.10991842,-0.214840053,-0.204534079,10.0833646,-0.079724746,-0.0493079414,9.86408037
144.624999,-0.0898019368,-0.0924742659,0.00718403597,0.666509953,-2.50442469,0.412876299,0.11237841,9.40367757,-0.0128533805,-0.0273587652,9.80157997
144.629126,-0.0925313012,-0.0781533248,0.00705192719,-0.0860134914,2.21911213,-0.384339734,-0.0154918243,9.32306227,-0.0733408175,-0.0254265251,9.7236651
144.634096,-0.0934281306,-0.0538124143,0.00703993663,0.196070262,0.0812972125,-0.0303885058,0.0333996499,10.5075808,-0.0651905038,-0.0142641042,9.87241517
144.63707,-0.0918595214,-0.0430872662,0.00709723201,0.487042541,-1.06493557,0.16823038,0.0815183443,9.36706227,-0.0364944291,-0.00248889259,9.81028857
144.64155,-0.086886067,-0.0384732963,0.00725598862,0.293432776,-1.71454453,0.293001765,0.0505826338,9.92190401,0.0209349484,0.00676118306,9.82974253
144.645107,-0.0814812912,-0.0413345974,0.00743592098,0.340343727,-0.404882555,0.0534654721,0.0537161648,8.52500328,0.0256050771,0.0135021077,9.64243229
144.649024,-0.0758003084,-0.049182048,0.0075881213,-0.221016023,-1.64553109,0.24664358,-0.0327110496,8.60320467,0.060052218,0.00630014462,9.4804767
144.653877,-0.0702526016,-0.0620296841,0.00760242452,0.0295339046,-0.00984463433,-0.0122326743,0.00264431047,10.2025702,0.0465993269,0.00561975987,9.61486503
144.657041,-0.068311223,-0.0661196164,0.0075235659,-0.604709392,0.942834063,-0.178819304,-0.108268319,9.79035131,0.0173490889,-0.0091583151,9.63763606
144.661323,-0.0636874456,-0.0660004461,0.00737311383,1.11168757,0.372414939,-0.0697273986,0.1779247,8.87195462,0.00273013073,0.0222503792,9.50908856
144.666242,-0.0596258127,-0.0529368917,0.00720775322,-1.10780676,2.28662548,-0.381294403,-0.179542281,8.99442013,-0.0695362949,-0.0157233257,9.41223733
144.668997,-0.0594144858,-0.0395668897,0.0071437567,0.664269135,0.519604002,-0.0991604844,0.110922676,9.35735729,-0.0729408702,-0.00116846855,9.40593021
144.673748,-0.0564874431,-0.0173880291,0.00713574278,0.0755240048,0.172625724,-0.0401099274,0.0120639359,9.29111095,-0.0669354878,0.00125198125,9.38492766
144.676991,-0.0545223385,-0.0093003569,0.00719654189,-0.0823145094,-2.07632076,0.372969401,-0.0180018306,10.3763398,-0.00861475325,-0.00130060791,9.5163649
144.681211,-0.0533353195,-0.00944346557,0.00730764705,-0.271516212,-0.847065692,0.129982924,-0.0452180841,9.22889138,0.0143750664,-0.00858539708,9.46868038
144.686094,-0.0510603516,-0.0129483122,0.00743553831,0.430992311,-0.158210473,0.0152482002,0.070956803,9.1849955,0.0145383885,0.0062931939,9.41561633
144.689011,-0.0481196429,-0.017194052,0.00747230712,0.27424133,-1.34985621,0.219320897,0.0460988333,9.50934382,0.0392855104,0.0111035413,9.42694291
144.693558,-0.0460597872,-0.0239025702,0.0073912133,-0.543071698,0.423962941,-0.0953739375,-0.106425427,10.5481746,0.0155222734,-0.00963669477,9.6248057
144.696946,-0.0461508442,-0.0248524805,0.00723578308,0.230018319,0.475707496,-0.0943867779,0.0382722764,9.59420888,0.000389850857,-0.00304052471,9.62059309
144.701133,-0.0478970003,-0.0331278679,0.00703219535,-0.6868808,-2.56633492,0.439976073,-0.121872202,9.78956389,0.0728241901,-0.0226214251,9.64843584
144.705986,-0.0534821707,-0.0422822589,0.00687498623,-0.323821492,1.76717684,-0.312399034,-0.0562366741,9.44393001,0.0011155333,-0.0288788473,9.61036742
144.708993,-0.0561903335,-0.0427185619,0.00683548018,0.397917808,-0.875344031,0.137274104,0.0668563337,9.45100325,0.0180144049,-0.0169969913,9.59058846
144.713427,-0.0567118116,-0.052355537,0.00689011273,0.302404621,-1.89714725,0.316522545,0.0513546504,9.62146017,0.0696018714,-0.00518462324,9.59592364
144.716974,-0.0538068671,-0.0684032463,0.00701594816,0.65876587,-1.6415853,0.291506277,0.119740728,10.3719548,0.101381656,0.0127064174,9.70706204
144.721016,-0.0471300345,-0.0890527727,0.00715956461,0.535965491,-0.427553804,0.055933728,0.0821988832,8.30148098,0.0941094365,0.0238260542,9.48215204
144.725778,-0.0388593787,-0.113573138,0.00724677014,-0.0404835362,-1.09292281,0.161539699,-0.00501735322,8.65309437,0.106467969,0.0185396715,9.33020341
144.729004,-0.0362678158,-0.13038704,0.00725764449,-0.780830915,-0.528759177,0.0829381601,-0.144875566,10.1604649,0.103362835,-0.00302557567,9.43976966
144.733204,-0.035416716,-0.143228283,0.00720464454,0.112407496,1.57330838,-0.277017401,0.0178793013,9.36462201,0.0405157846,0.000428362613,9.42735364
144.738141,-0.0317930347,-0.146383852,0.00714882023,0.461281537,0.112506332,-0.0281326127,0.0743026748,8.90134307,0.0275594544,0.0143710039,9.32807723
144.741044,-0.027042969,-0.148333739,0.00716053123,0.820468614,-0.981412669,0.162642921,0.144881765,9.97271188,0.0438155225,0.0300767884,9.40565315
144.745761,-0.0201245003,-0.150161277,0.00724770436,-0.482050905,0.444543892,-0.0862692574,-0.0818571029,9.35870908,0.0201595721,0.00972158171,9.39711636
144.748986,-0.0183398085,-0.149551294,0.00736609622,-0.266733768,-0.442958154,0.0689552659,-0.0539642973,10.5506056,0.026597589,0.00131898027,9.54930568
144.753095,-0.0170392078,-0.159283945,0.00758574117,0.014468631,-2.86240516,0.52186116,0.000105828721,10.4188858,0.106929612,0.00112220642,9.69035206
144.758232,-0.0137294749,-0.185591287,0.00786793759,0.36230918,-1.18708152,0.182096413,0.0590530837,8.98603463,0.1215807,0.0124137659,9.55307048
